,CustomerId,Exited,Age,CreditScore,Balance,NumOfProducts,EstimatedSalary,Tenure,Exited_predict,Unnamed: 0,RowNumber,Gender,HasCrCard,IsActiveMember,Geography,Surname
27,15700772,0,44,571,0,2,"38433,35",9,0,27,28,Male,0,0,Texas,Nebechi
28,15728693,0,43,574,"141349,43",1,"100187,43",3,0,28,29,Female,1,1,Alabama,McWilliams
29,15656300,0,29,411,"59697,17",2,"53483,21",0,0,29,30,Male,1,1,Texas,Lucciano
30,15589475,0,39,591,0,3,"140469,38",3,0,30,31,Female,1,0,California,Azikiwe
31,15706552,0,36,533,"85311,7",1,"156731,91",7,0,31,32,Male,0,1,Texas,Odinakachukwu
32,15750181,0,41,553,"110112,54",2,"81898,81",9,0,32,33,Male,0,0,Alabama,Sanderson
33,15659428,0,42,520,0,2,"34410,55",6,0,33,34,Female,1,1,California,Maggard
34,15732963,0,29,722,0,2,"142033,07",9,0,34,35,Female,1,1,California,Clements
35,15794171,1,45,475,"134264,04",1,"27822,99",0,0,35,36,Female,1,0,Texas,Lombardo
36,15788448,0,31,490,"145260,23",1,"114066,77",3,0,36,37,Male,0,1,California,Watson
37,15729599,0,37,804,"76548,6",1,"98453,45",7,0,37,38,Male,0,1,California,Lorenzo
38,15717426,0,36,850,0,1,"40812,9",7,0,38,39,Male,1,1,Texas,Armstrong
39,15585768,0,41,582,"70349,48",2,"178074,04",6,0,39,40,Male,0,1,Alabama,Cameron
40,15619360,0,40,472,0,1,"70154,22",4,0,40,41,Male,1,0,California,Hsiao
41,15738148,1,51,465,"122522,32",1,"181297,65",8,1,41,42,Female,0,0,Texas,Clarke
42,15687946,0,61,556,"117419,35",1,"94153,83",2,1,42,43,Female,1,1,Texas,Osborne
43,15755196,1,49,834,"131394,56",1,100608435,2,1,43,44,Female,0,0,Texas,
44,15684171,0,61,660,"155931,11",1,"158338,39",5,1,44,45,Female,1,1,California,Bianchi
45,15754849,0,32,776,"109421,13",2,"126517,46",4,0,45,46,Female,1,1,Alabama,Tyler
46,15602280,1,27,829,"112045,67",1,"119708,21",9,0,46,47,Female,1,1,Alabama,Martin
47,15771573,1,39,637,"137843,8",1,"117622,8",9,0,47,48,Female,1,1,Alabama,Okagbue
48,15766205,0,38,550,"103391,38",1,"90878,13",2,0,48,49,Male,0,1,Alabama,Yin
49,15771873,0,37,776,"103769,22",2,"194099,12",2,0,49,50,Female,1,0,Alabama,Buccho
50,15616550,0,37,698,"116363,37",2,"198059,16",10,0,50,51,Male,1,0,Alabama,Chidiebele
51,15768193,0,36,585,"146050,97",2,"86424,57",5,0,51,52,Male,0,0,Alabama,Trevisani
52,15683553,0,33,788,0,2,100608435,5,0,52,53,Female,0,0,Texas,O'Brien
53,15702298,1,41,655,"125561,97",1,"164040,94",8,0,53,54,Male,0,0,Alabama,Parkhill
54,15569590,1,42,601,"98495,72",1,"40014,76",1,0,54,55,Male,1,0,Alabama,Yoo
55,15760861,0,43,619,"125211,92",1,"113410,49",1,0,55,56,Male,1,1,Texas,Phillipps
56,15630053,0,45,656,"127864,4",1,"87107,57",5,0,56,57,Male,1,0,Texas,Tsao
57,15647091,0,19,725,"75888,2",1,"45613,75",0,0,57,58,Male,0,0,Alabama,Endrizzi
58,15623944,0,66,511,0,1,"1643,11",4,0,58,59,Female,1,0,California,T'ien
59,15804771,0,51,614,"40685,92",1,100608435,4,1,59,60,Male,1,1,Texas,
60,15651280,0,37,742,136857,1,"84509,57",5,0,60,61,Male,0,0,Alabama,Hunter
61,15773469,0,27,687,"152328,88",2,"126494,82",9,0,61,62,Female,0,0,Alabama,Clark
62,15702014,0,33,555,"56084,69",2,"178798,13",1,0,62,63,Male,0,0,California,Jeffrey
63,15751208,0,37,684,"78707,16",1,"99398,36",8,0,63,64,Male,1,1,California,Pirozzi
64,15592461,0,26,603,"109166,37",1,"92840,67",4,0,64,65,Male,1,1,Alabama,Jackson
65,15789484,0,36,751,"169831,46",2,"27758,36",6,0,65,66,Female,1,1,Alabama,Hammond
66,15696061,0,34,581,"101633,04",1,"110431,51",1,0,66,67,Female,1,0,Alabama,Brownless
67,15641582,0,43,735,"123180,01",2,"196673,28",10,0,67,68,Male,1,1,Alabama,Chibugo
68,15638424,0,35,661,"150725,53",2,"113656,85",5,0,68,69,Female,0,1,Alabama,Glauert
69,15755648,0,21,675,"98373,26",1,18203,8,0,69,70,Female,1,0,Texas,Pisano
70,15703793,1,37,738,"133745,44",4,"28373,86",2,1,70,71,Male,1,0,Alabama,Konovalova
71,15620344,0,29,813,0,1,"33953,87",6,0,71,72,Male,1,0,Texas,McKee
72,15812518,0,37,657,"163607,18",1,100608435,0,0,72,73,Female,0,1,California,
73,15779052,0,25,604,"157780,84",2,"58426,81",5,0,73,74,Female,1,1,Alabama,Ballard
74,15770811,0,36,519,0,2,"145562,4",9,0,74,75,Male,0,1,Texas,Wallace
75,15780961,0,21,735,"178718,19",2,22388,1,0,75,76,Female,1,0,Texas,Cavenagh
76,15614049,0,55,664,0,2,"139161,64",8,0,76,77,Male,1,1,Texas,Hu
77,15662085,0,32,678,0,1,"148210,64",9,0,77,78,Female,1,1,Texas,Read
78,15575185,0,33,757,"77253,22",1,"194239,63",5,0,78,79,Male,0,1,California,Bushell
79,15803136,0,41,416,"122189,66",2,"98301,61",100,0,79,80,Female,1,0,Alabama,Postle
80,15706021,0,34,665,"96645,54",2,"171413,66",1,0,80,81,Female,0,0,Texas,Buley
81,15663706,1,32,777,0,1,"136458,19",2,0,81,82,Female,1,0,Texas,Leonard
82,15641732,0,36,543,0,2,"26019,59",3,0,82,83,Female,0,0,Texas,Mills
83,15701164,0,34,506,"90307,62",1,"159235,29",4,0,83,84,Female,1,1,Texas,Onyeorulu
84,15738751,0,46,493,0,2,"1907,66",4,0,84,85,Female,1,0,Texas,Beit
85,15805254,0,75,652,0,2,"114675,75",100,0,85,86,Female,1,1,California,Ndukaku
86,15762418,0,22,750,"121681,82",1,"128643,35",3,0,86,87,Male,1,0,California,Gant
87,15625759,0,30,729,0,2,"151869,35",9,0,87,88,Male,1,0,Texas,Rowley
88,15622897,1,46,646,0,3,"93251,42",4,1,88,89,Female,1,0,Texas,Sharpe
89,15767954,0,28,635,"81623,67",2,"156791,36",3,0,89,90,Female,1,1,Alabama,Osborne
90,15757535,0,44,647,0,3,"174205,22",5,0,90,91,Female,1,1,California,Heap
91,15731511,0,45,808,"118626,55",2,100608435,7,0,91,92,Male,1,0,Texas,Ritchie
92,15809248,0,36,524,0,2,"109614,57",100,0,92,93,Female,1,0,Texas,Cole
93,15640635,0,29,769,0,2,"172290,61",8,0,93,94,Male,1,1,Texas,Capon
94,15676966,0,42,730,0,2,"85982,47",4,0,94,95,Male,0,1,California,Capon
95,15699461,0,35,515,"176273,95",1,"121277,78",10,0,95,96,Male,0,1,California,Fiorentini
96,15738721,0,41,773,"102827,44",1,"64595,25",9,0,96,97,Male,0,1,California,Graham
97,15693683,0,29,814,"97086,4",2,"197276,13",8,0,97,98,Male,1,1,Alabama,Yuille
98,15604348,0,22,710,0,2,"99645,04",8,0,98,99,Male,0,0,California,Allard
99,15633059,0,34,413,0,2,"6534,18",9,0,99,100,Male,0,0,Texas,Fanucci
100,15808582,0,40,665,0,1,"161848,03",6,0,100,101,Female,1,1,Texas,Fu
101,15743192,0,37,623,0,2,"167162,43",6,0,101,102,Female,0,0,Texas,Hung
102,15580146,0,31,738,"82674,15",1,"41970,72",9,0,102,103,Male,1,0,Texas,Hung
103,15776605,0,36,528,0,2,"60536,56",7,0,103,104,Male,1,0,California,Bradley
104,15804919,0,65,670,0,1,"177655,68",1,1,104,105,Female,1,1,California,Dunbabin
105,15613854,0,46,622,"107073,27",2,"30984,59",4,0,105,106,Female,1,1,California,Mauldon
106,15599195,0,32,582,"88938,62",1,"10054,53",1,0,106,107,Male,1,1,Alabama,Stiger
107,15812878,0,36,785,"99806,85",1,"36976,52",2,0,107,108,Female,0,1,Alabama,Parsons
108,15602312,0,33,605,"150092,8",1,"71862,79",5,0,108,109,Male,0,0,California,Walkom
109,15744689,1,35,479,"92833,89",1,"99449,86",9,0,109,110,Male,1,0,Alabama,T'ang
110,15803526,0,30,685,"90536,81",1,"63082,88",3,0,110,111,Male,0,1,Alabama,Eremenko
111,15665790,0,39,538,"108055,1",2,"27231,26",7,0,111,112,Male,1,0,Alabama,Rowntree
112,15715951,0,42,562,"100238,35",1,100608435,2,0,112,113,Male,0,0,Texas,Thorpe
113,15591100,0,37,675,"106190,55",1,"22994,32",9,0,113,114,Male,0,1,California,Chiemela
114,15609618,1,28,721,"154475,54",2,"101300,94",9,0,114,115,Male,0,1,Alabama,Fanucci
115,15675522,0,30,628,"132351,29",2,"74169,13",9,0,115,116,Female,1,1,Alabama,Ko
116,15705512,0,37,668,"167864,4",1,"115638,29",6,0,116,117,Female,1,0,Alabama,Welch
117,15698028,0,41,506,0,2,100608435,1,0,117,118,Female,1,0,Texas,
118,15661670,1,31,524,"107818,63",1,"199725,39",8,0,118,119,Female,1,0,Alabama,Chidozie
119,15600781,0,34,699,"185173,81",2,"120834,48",4,0,119,120,Male,1,0,Alabama,Wu
120,15682472,0,34,828,"129433,34",2,"38131,77",8,0,120,121,Male,0,0,Texas,Culbreth
121,15580203,0,39,674,"120193,42",1,"100130,95",6,0,121,122,Male,0,0,California,Kennedy
122,15690673,0,39,656,0,2,"141069,88",6,0,122,123,Female,1,0,Texas,Cameron
123,15760085,0,48,684,"126384,42",1,"198129,36",100,1,123,124,Female,1,1,Alabama,Calabresi
124,15779659,0,28,625,0,1,"183646,41",3,0,124,125,Female,0,0,Texas,Zetticci
125,15627360,1,42,432,"152603,45",1,"110265,24",9,0,125,126,Male,1,0,Texas,Fuller
126,15671137,1,52,549,0,1,"8636,05",1,1,126,127,Female,0,1,Texas,MacDonald
127,15782688,1,56,625,"148507,24",1,"46824,08",0,1,127,128,Male,1,0,Alabama,Piccio
128,15575492,0,41,828,0,2,100608435,7,0,128,129,Female,1,0,Texas,Kennedy
129,15591607,0,24,770,"101827,07",1,"167256,35",9,0,129,130,Male,1,0,Texas,Fernie
130,15740404,0,34,758,0,2,"124226,16",3,0,130,131,Female,1,1,Texas,He
131,15718369,0,33,795,"130862,43",1,"114935,21",9,0,131,132,Female,1,1,Alabama,Kaodilinakachukwu
132,15677871,0,38,687,"122570,87",1,"35608,88",9,0,132,133,Male,1,1,Texas,Cocci
133,15642004,0,25,686,0,2,"16459,37",1,0,133,134,Male,0,1,Texas,Alekseeva
134,15712543,0,39,789,"124828,46",2,"124411,08",7,0,134,135,Male,1,1,Alabama,Chinweike
135,15584518,0,50,589,"144895,05",2,"34941,23",5,0,135,136,Female,1,1,Alabama,Arthur
136,15802381,0,34,461,"63663,93",1,"167784,28",5,0,136,137,Female,0,1,Alabama,Li
137,15610156,0,40,637,"133463,1",1,"93165,34",2,0,137,138,Male,0,1,Texas,Ma
138,15594408,0,48,584,"213146,2",1,"75161,25",2,1,138,139,Female,1,0,California,Chia
139,15640905,0,35,579,"129490,36",2,"8590,83",1,0,139,140,Female,0,1,California,Vasin
140,15698932,0,44,756,"137452,09",1,"189543,9",10,0,140,141,Male,1,0,Alabama,Groves
141,15724944,0,34,663,0,2,"180427,24",7,0,141,142,Male,1,1,Texas,Tien
142,15628145,0,43,682,"125851,93",1,"193318,33",5,0,142,143,Female,1,1,Texas,Forwood
143,15713483,0,52,793,0,1,"159123,82",2,1,143,144,Male,1,0,California,Greeves
144,15612350,1,31,691,"40915,55",1,"126213,84",5,0,144,145,Female,1,0,Texas,Taylor
145,15800703,0,37,485,"113157,22",1,"54141,5",5,0,145,146,Female,1,1,California,Madukwe
146,15705707,0,29,635,"138296,94",2,"141075,51",8,0,146,147,Female,1,0,California,Bennelong
147,15754105,0,37,650,"106967,18",1,100608435,5,0,147,148,Male,0,0,Texas,
148,15703264,0,44,735,"120681,63",1,"74836,34",9,0,148,149,Male,1,0,Texas,Chukwufumnanya
149,15794413,0,32,416,0,2,100608435,0,0,149,150,Male,0,1,Texas,
150,15650237,0,32,754,0,2,"89520,75",7,0,150,151,Female,1,0,California,Morgan
151,15759618,1,48,535,0,1,"149892,79",9,1,151,152,Female,1,0,Texas,Alexeeva
152,15811589,0,42,716,0,2,"180800,42",8,0,152,153,Male,1,0,California,Metcalfe
153,15689044,0,37,539,"127609,59",1,"98646,22",2,0,153,154,Male,1,0,Texas,Humphries
154,15709368,0,43,614,0,2,"109041,53",6,0,154,155,Female,1,1,Texas,Milne
155,15679145,0,57,706,0,1,"17941,16",7,1,155,156,Male,1,0,California,Chou
156,15655007,0,33,758,0,2,"82996,47",7,0,156,157,Female,0,0,Texas,Li
157,15623595,0,28,586,0,2,"92067,35",2,0,157,158,Female,1,1,California,Clayton
158,15589975,0,73,646,"97259,25",1,"104719,66",6,0,158,159,Female,0,1,Texas,Maclean
159,15804017,0,33,631,"123246,7",1,"112687,57",4,0,159,160,Female,0,0,Alabama,Chigolum
160,15692132,0,22,717,"101060,25",1,"84699,56",6,0,160,161,Female,0,1,California,Wilkinson
161,15641122,0,30,684,0,2,"83473,82",2,0,161,162,Male,1,0,Texas,Wei
162,15630910,0,49,800,"108007,36",1,"47125,11",7,1,162,163,Female,0,0,Texas,Treacy
163,15680772,0,36,721,0,2,"106977,8",2,0,163,164,Female,1,1,California,Hu
164,15658929,0,29,683,"133702,89",1,"55582,54",0,0,164,165,Male,1,0,California,Taverner
165,15585388,0,31,660,"125189,75",2,"139874,43",9,0,165,166,Male,1,1,Alabama,Sherman
166,15724623,1,24,704,"113034,22",1,"162503,48",7,0,166,167,Female,1,0,Alabama,Taubman
167,15588537,0,41,615,"109013,23",1,"196499,96",9,0,167,168,Female,1,0,California,Robinson
168,15574692,0,39,667,0,2,"40721,24",2,0,168,169,Female,1,0,California,Pinto
169,15611325,0,24,682,"57929,81",2,"53134,3",9,0,169,170,Male,0,0,Alabama,Wood
170,15587562,0,29,484,"130114,39",1,"164017,89",4,0,170,171,Female,1,0,Texas,Hawkins
171,15613172,0,27,628,"95826,49",2,"155996,96",5,0,171,172,Male,1,0,Alabama,Sun
172,15651022,1,44,480,"129608,57",1,"5472,7",10,0,172,173,Male,1,0,Alabama,Yost
173,15586310,0,30,578,"169462,09",1,100608435,4,0,173,174,Male,1,0,Texas,Ting
174,15625524,0,40,512,0,2,100608435,5,0,174,175,Male,1,1,Texas,
175,15755209,0,35,484,"133868,21",1,"27286,1",7,0,175,176,Female,1,1,California,Fu
176,15645248,0,30,510,0,2,"130553,47",0,0,176,177,Female,1,1,Texas,Ho
177,15790355,0,36,606,"190479,48",2,"179351,89",5,0,177,178,Male,0,0,Alabama,Okechukwu
178,15762615,0,40,597,"101993,12",1,"94774,12",8,0,178,179,Female,0,1,California,Campbell
179,15625426,1,55,754,"161608,81",1,"8080,85",3,1,179,180,Female,1,0,Alabama,Ashbolt
180,15716334,0,45,850,"122311,21",1,"19482,5",2,0,180,181,Female,1,1,California,Rozier
181,15789669,0,65,510,0,2,"48071,61",2,0,181,182,Male,1,1,Texas,Hsia
182,15621075,0,45,778,"162150,42",2,"174531,27",1,0,182,183,Female,1,0,Alabama,Ogbonnaya
183,15810845,0,42,636,0,2,"55470,78",2,0,183,184,Male,1,1,Texas,T'ang
184,15719377,1,50,804,0,1,"8546,87",4,1,184,185,Female,1,1,Texas,Cocci
185,15654506,0,32,514,0,2,"95857,18",8,0,185,186,Male,1,0,Texas,Chang
186,15771977,0,39,730,"99010,67",1,"194945,8",1,0,186,187,Female,1,0,Texas,T'ao
187,15708710,0,37,525,0,1,"131521,72",0,0,187,188,Female,0,1,California,Ford
188,15726676,0,30,616,0,2,"196108,51",5,0,188,189,Male,0,1,California,Marshall
189,15587421,0,34,687,"111388,18",2,"148564,76",7,0,189,190,Female,1,0,Alabama,Tsai
190,15726931,1,41,715,"56214,85",2,"92982,61",8,0,190,191,Female,0,0,Texas,Onwumelu
191,15771086,0,36,512,"84327,77",2,"17675,36",3,0,191,192,Female,1,0,Texas,Graham
192,15756850,0,40,479,0,2,"114996,43",1,0,192,193,Male,0,0,Texas,Golovanov
193,15702741,0,32,601,"93012,89",1,"86957,42",8,0,193,194,Male,1,0,Texas,Potts
194,15679200,0,29,580,"61710,44",2,"128077,8",9,0,194,195,Male,1,0,California,Crawford
195,15594815,0,35,807,"174790,15",1,"600,36",3,0,195,196,Male,1,1,Texas,Aleshire
196,15635905,0,32,616,0,2,"43001,46",6,0,196,197,Female,1,1,California,Moran
197,15777892,0,37,721,"107720,64",1,"158591,12",3,0,197,198,Male,1,1,Alabama,Samsonova
198,15656176,0,57,501,0,2,"47847,19",10,0,198,199,Male,1,1,Texas,Jenkins
199,15811127,0,35,521,"96423,84",1,"10488,44",6,0,199,200,Male,1,0,Texas,Volkov
200,15604482,0,30,850,"141040,01",1,"5978,2",2,0,200,201,Male,1,1,California,Chiemezie
201,15622911,0,42,759,"105420,18",1,"121409,06",4,0,201,202,Male,0,1,Texas,Jude
202,15600974,0,50,516,0,1,"146145,93",5,1,202,203,Male,0,1,California,He
203,15727868,1,38,711,"129022,06",2,"14374,86",2,0,203,204,Female,1,1,Texas,Onuora
204,15627801,0,33,512,"176666,62",1,"94670,77",3,0,204,205,Male,1,0,California,Ginikanwa
205,15773039,0,37,550,0,1,"179670,31",3,0,205,206,Male,1,1,Texas,Ku
206,15755262,1,37,608,"89763,84",1,"199304,74",3,0,206,207,Female,0,0,California,McDonald
207,15679531,0,34,618,"134954,53",1,"151954,39",5,0,207,208,Male,1,1,Texas,Collins
208,15684181,1,45,643,0,1,"142513,5",5,0,208,209,Male,1,0,Texas,Hackett
209,15612087,0,45,671,"106376,85",1,"158264,62",2,0,209,210,Male,0,1,Texas,Dike
210,15752047,0,33,689,"161814,64",2,"169381,9",2,0,210,211,Male,1,0,Alabama,Trevisano
211,15624592,0,31,603,0,2,"169915,02",8,0,211,212,Male,1,1,Texas,Tan
212,15573152,0,41,620,0,2,"88852,47",9,0,212,213,Female,0,0,Texas,Glassman
213,15594917,0,34,676,"63095,01",1,"40645,81",1,0,213,214,Female,1,1,Texas,Miller
214,15785542,0,26,572,"118287,01",2,"60427,3",4,0,214,215,Male,0,0,Alabama,Kornilova
215,15723488,1,47,668,"106854,21",1,"157959,02",7,0,215,216,Male,0,1,Alabama,Watson
216,15680920,0,46,695,"49512,55",1,"133007,34",7,0,216,217,Male,1,0,Texas,Marchesi
217,15786308,0,33,730,0,2,100608435,9,0,217,218,Female,0,0,California,Millar
218,15659366,1,37,807,"105799,32",2,"34888,04",1,0,218,219,Male,1,0,Texas,Shih
219,15774854,1,54,592,0,1,"28737,71",8,1,219,220,Male,1,1,Texas,Fuller
220,15725311,0,31,726,"114722,05",2,"98178,57",9,0,220,221,Female,1,1,Texas,Hay
221,15787155,0,30,514,0,1,"125010,24",7,0,221,222,Male,0,1,California,Yang
222,15727829,0,42,567,0,2,"167984,61",2,0,222,223,Male,1,1,Texas,McIntyre
223,15733247,1,33,850,0,1,"4861,72",10,0,223,224,Male,1,0,Texas,Stevenson
224,15568748,1,45,671,"99564,22",1,"108872,45",6,0,224,225,Male,1,1,Alabama,Poole
225,15699029,0,37,670,"170557,91",2,"198252,88",4,0,225,226,Male,1,0,Texas,Bagley
226,15774393,0,30,694,0,2,100608435,9,0,226,227,Female,1,1,Texas,Ch'ien
227,15676895,1,39,547,"74596,15",3,"85746,52",6,1,227,228,Female,1,1,Alabama,Cattaneo
228,15637753,1,50,751,"96888,39",1,"77206,25",2,1,228,229,Male,1,0,Alabama,O'Sullivan
229,15605461,0,29,594,"130830,22",1,100608435,3,0,229,230,Female,1,0,Alabama,Lucas
230,15808473,0,72,673,0,2,"111981,19",1,0,230,231,Male,0,1,Texas,Ringrose
231,15627000,0,40,610,0,2,"62232,6",0,0,231,232,Male,1,0,Texas,Freeman
232,15787174,0,37,512,0,2,"156105,03",1,0,232,233,Female,0,1,Texas,Sergeyev
233,15723886,0,20,767,"119714,25",2,"150135,38",3,0,233,234,Male,0,1,Alabama,Fiore
234,15704769,0,67,585,"113978,97",2,"93146,11",5,0,234,235,Female,0,1,Texas,Smith
235,15772896,1,42,763,"100160,75",1,"33462,94",6,0,235,236,Male,1,0,Alabama,Dumetochukwu
236,15711540,0,37,712,0,1,144375,2,0,236,237,Female,1,1,Texas,Pacheco
237,15764866,1,43,539,"116220,5",3,"55803,96",3,1,237,238,Female,1,0,Alabama,Synnot
238,15794056,1,46,668,0,3,"89048,46",2,1,238,239,Female,1,0,Texas,Johnston
239,15795149,0,28,703,"81173,83",2,"162812,16",2,0,239,240,Male,0,1,Texas,Stevens
240,15812009,0,38,662,0,2,"136259,65",4,0,240,241,Male,1,0,California,Grant
241,15651001,0,39,725,"116803,8",1,"124052,97",5,0,241,242,Female,1,0,Alabama,Tsao
242,15813844,0,37,703,"105961,68",2,"74158,8",8,0,242,243,Male,0,1,Texas,Barnes
243,15596175,1,67,659,"117411,6",1,100608435,6,0,243,244,Male,1,1,Alabama,McIntosh
244,15576269,0,34,523,0,2,"62030,06",7,0,244,245,Male,1,0,California,Madison
245,15797219,1,40,635,"123497,58",1,"131953,23",100,0,245,246,Female,1,0,Texas,Ifesinachi
246,15685500,0,26,772,"152400,51",2,79414,7,0,246,247,Male,1,0,Alabama,Glazkov
247,15599792,0,26,545,0,2,"199638,56",1,0,247,248,Female,1,1,Texas,Dimauro
248,15657566,0,24,634,"103097,85",1,"157577,29",8,0,248,249,Male,1,1,Alabama,Wieck
249,15772423,1,54,739,"126418,14",1,"134420,75",8,1,249,250,Male,1,0,Alabama,Liao
250,15628112,0,36,771,"77846,9",1,"99805,99",5,0,250,251,Female,0,0,Alabama,Hughes
251,15753754,0,34,587,0,2,"97932,68",1,0,251,252,Female,1,1,California,Morrison
252,15793726,0,79,681,0,2,"170968,99",0,0,252,253,Female,0,1,Texas,Matveyeva
253,15694717,0,37,544,"79731,91",1,"57558,95",2,0,253,254,Male,1,1,Alabama,Ku
254,15665834,0,28,696,0,1,"176713,47",8,0,254,255,Male,0,0,California,Cheatham
255,15765297,0,41,766,0,2,"34283,23",0,0,255,256,Male,0,1,California,Yao
256,15636684,0,34,727,0,2,"198637,34",10,0,256,257,Male,1,1,Texas,Kirkland
257,15592979,0,34,671,"37266,67",2,"156917,12",6,0,257,258,Female,0,0,Alabama,Rose
258,15750803,0,30,693,"127992,25",1,"50457,2",6,0,258,259,Female,1,1,Texas,Jess
259,15607178,0,38,850,"54901,01",1,"140075,55",3,0,259,260,Male,1,1,Alabama,Welch
260,15713853,0,42,732,"108748,08",2,"65323,11",9,0,260,261,Male,1,1,Alabama,Ifeajuna
261,15673481,0,48,726,"99906,19",1,"64323,24",6,1,261,262,Female,1,0,California,Morton
262,15686776,0,32,557,"184686,41",2,"14956,44",6,0,262,263,Female,1,0,Texas,Rossi
263,15673693,0,26,682,"110654,02",1,"111879,21",0,0,263,264,Female,0,1,Texas,Reppert
264,15700696,0,31,738,"79019,8",1,"18606,23",9,0,264,265,Male,1,1,California,Kang
265,15813163,0,37,531,"99240,51",1,"123137,01",9,0,265,266,Female,1,0,California,Ch'iu
266,15653857,0,34,498,0,2,"148528,24",2,0,266,267,Male,1,1,Texas,Wallis
267,15777076,0,36,651,0,2,"13898,31",7,0,267,268,Male,1,0,Texas,Clark
268,15717398,0,39,549,0,1,"81259,25",7,0,268,269,Female,0,0,California,Fielding
269,15799217,0,35,791,"52436,2",1,"161051,75",7,0,269,270,Female,1,0,Alabama,Zetticci
270,15787071,0,41,650,0,2,"191599,67",9,0,270,271,Male,0,1,California,Dulhunty
271,15619955,1,34,733,"100337,96",3,"48559,19",3,0,271,272,Male,1,0,Alabama,Bevington
272,15796505,0,34,811,"149297,19",2,100608435,1,0,272,273,Female,1,1,Alabama,Boyle
273,15725166,0,30,707,0,2,"33159,37",8,0,273,274,Male,1,0,Texas,Newton
274,15800116,0,28,712,"145605,44",1,"93883,53",4,0,274,275,Male,0,1,Alabama,Bowman
275,15758685,0,37,706,0,2,"110899,3",7,0,275,276,Female,1,1,California,Dubinina
276,15694456,1,62,756,0,1,"11199,04",3,1,276,277,Male,1,1,Texas,Toscani
277,15767339,0,53,777,0,2,"189992,97",100,0,277,278,Female,1,0,Texas,Chiazagomekpere
278,15683562,0,35,646,"84026,86",1,"164255,69",6,0,278,279,Male,0,1,Texas,Allen
279,15782210,1,46,714,0,1,"152167,79",1,0,279,280,Male,1,0,Texas,K'ung
280,15668893,0,39,782,0,2,"33949,67",8,0,280,281,Male,1,1,Texas,Wilsmore
281,15669169,0,29,775,0,2,"68143,93",10,0,281,282,Male,1,1,California,Hargreaves
282,15643024,1,35,479,"138718,92",1,"47251,79",4,0,282,283,Male,1,1,Alabama,Huang
283,15699389,0,37,807,"118274,71",1,"25885,72",7,0,283,284,Male,1,1,Texas,Ch'ien
284,15708608,0,22,799,"174185,98",2,"192633,85",8,0,284,285,Female,0,1,Texas,Wallwork
285,15626144,0,40,675,"113208,86",2,"34577,36",7,0,285,286,Male,1,0,Texas,Chu
